离家守护和到家关闭	Away guarding and home disarming
离家开启	Enable when away
箭头打开应用	The arrow opens the app
结果与习惯一致	Results suit your routine
继续上次步骤	Resume your guide
自动更新和运行状态	Automatic updates and status
设置家的位置与识别范围	Set home and its radius
请一起看数据时间	Check the data timestamp too
账号配置保存在本机	Account configuration stays on this phone
账号需要主账号已授予车辆权限	The account needs access granted by the main account
车内温度与车辆状态	Cabin temperature and vehicle status
车温旁的时间告诉你读数有多新	The cabin temperature timestamp shows how recent it is
车辆权限以你的账号实际授权为准	Available controls depend on your account's vehicle access
输入部分地址并选择匹配结果	Search part of your address and choose a match
进度会自动保存	Your place is saved automatically
进度留在卡片上	Progress stays on the widget
连接后显示你的车况	Your vehicle status appears once connected
连接车辆	Connect vehicle
连接页有准备说明	The connection page explains what you need
选好目标温度	Choose a target temperature
避免两台手机重复执行	Avoid duplicate actions from two phones
配对车机录像	Pair Recorder
配置与登录会加密保存在这台手机	Configuration and sign-in are encrypted on this phone
配置需与你使用的版本匹配	Configuration must match your version
重新设置偏好	Set your preferences again
重新连接与旧手机设置	Reconnecting and old phone settings
随时在	Resume from
需要时到车尾按实体按键	Use the physical tailgate button if needed
预览	Preview
首次安装	First install
首次配对后会保存连接	Pairing is saved
恢复自动化	Resume automation
暂停自动化	Pause automation
暂停会同时影响预约和自动守护，已经开始的备车需单独停止。	Pausing affects schedules and automatic guarding. Stop any preparation already running separately.
暂停会同时影响预约和自动守护	Pausing affects schedules and automatic guarding
已经开始的备车需单独停止	Stop any preparation already running separately
我的 7X	My 7X
连接车机录像（可选）	Connect Recorder (optional)
读取、回看和导出原厂哨兵视频	Browse, play and export factory sentry recordings
裁切、试听并导出车辆音效文件	Trim, preview and export vehicle sound files
本地存储、回收站与配对	Local storage, recycle bin and pairing
检查账号权限、导出脱敏报告	Check account permissions and export a redacted report
录像连接需要安全重新配对	Secure pairing is required for the recorder connection
登录极氪账号，连接你的车辆	Sign in to your Zeekr account to connect your vehicle
已内置澳洲版本的连接适配，直接登录即可，无需准备配置文件。	Australian connection support is built in. Just sign in; no configuration file is needed.
连接配置未能载入，请重启应用；仍有问题可在高级连接设置中恢复默认配置。	Connection settings could not be loaded. Restart the app, or restore defaults in advanced connection settings.
正在恢复默认连接配置	Restoring default connection settings
已恢复默认连接配置并退出登录。重新登录即可使用。	Default connection settings restored and account signed out. Sign in again to continue.
默认连接配置未能恢复，请重启或更新应用。	Default connection settings could not be restored. Restart or update the app.
准备中	Preparing
需要检查	Check needed
收起高级设置	Hide advanced settings
高级连接设置	Advanced connection settings
通常无需更换连接配置。只有在排查兼容问题时，才使用手动导入或恢复默认。	Normally you can leave these settings alone. Import or restore a profile only when troubleshooting compatibility.
手动导入连接配置	Import connection settings manually
恢复默认配置并退出登录	Restore defaults and sign out
登录极氪账号并选择车辆	Sign in to Zeekr and select your vehicle
连接适配已内置，登录极氪账号并选择车辆。	Connection support is built in. Sign in to Zeekr and select your vehicle.
登录极氪账号 → 选择车辆。guest 账号需要主账号已授予车辆权限。	Sign in to Zeekr → select your vehicle. Guest accounts need access granted by the primary account.
登录加密保存在这台手机；换手机时需要重新登录，不会随安装包带过来。	Your login is stored encrypted on this phone. Sign in again on a new phone; account details are never included in the installer.
连接适配已内置	Connection support is built in
连接配置未能载入	Connection settings could not be loaded
请重启应用	Please restart the app
仍有问题可在高级连接设置中恢复默认配置	If the problem persists, restore defaults in advanced connection settings
已恢复默认连接配置并退出登录	Default connection settings restored and account signed out
重新登录即可使用	Sign in again to continue
默认连接配置未能恢复	Default connection settings could not be restored
请重启或更新应用	Please restart or update the app
已就绪	Ready
已内置澳洲版本的连接适配	Australian connection support is built in
直接登录即可	Just sign in
无需准备配置文件	No configuration file is needed
通常无需更换连接配置	Normally you can leave the connection settings alone
只有在排查兼容问题时	Only when troubleshooting compatibility
才使用手动导入或恢复默认	Use manual import or restore defaults
登录加密保存在这台手机	Your login is stored encrypted on this phone
换手机时需要重新登录	Sign in again on a new phone
请在桌面弹窗中确认添加	Confirm the addition in the home screen prompt
已添加到桌面	Added to home screen
尚未检测到新卡片，可从桌面手动添加。	No new widget detected yet. You can add it from your home screen.
当前桌面不支持直接添加，请从桌面添加。	This launcher does not support direct addition. Add the widget from your home screen.
未能打开添加窗口，请重试或从桌面添加。	The add prompt could not be opened. Retry or add the widget from your home screen.
等待桌面确认	Waiting for home screen confirmation
没有弹窗？查看手动添加方法	No prompt? See how to add manually
从桌面添加卡片	Add the widget from your home screen
部分手机的桌面会忽略应用发起的添加请求。你也可以直接从桌面添加。	Some launchers ignore requests from apps. You can also add the widget directly from your home screen.
回到桌面，长按空白处。	Go to your home screen and press and hold an empty area.
选择「小组件」或「插件」，找到 OpenAVM。	Choose Widgets and find OpenAVM.
把卡片拖到桌面的空白位置。	Drag the widget to an empty space on your home screen.
去桌面添加	Open home screen
尚未检测到新卡片	No new widget detected yet
可从桌面手动添加	You can add it from your home screen
当前桌面不支持直接添加	This launcher does not support direct addition
请从桌面添加	Add it from your home screen
未能打开添加窗口	The add prompt could not be opened
请重试或从桌面添加	Retry or add it from your home screen
没有弹窗	No prompt
查看手动添加方法	See how to add manually
部分手机的桌面会忽略应用发起的添加请求	Some launchers ignore requests from apps
你也可以直接从桌面添加	You can also add it directly from your home screen
回到桌面	Go to your home screen
长按空白处	Press and hold an empty area
选择	Choose
小组件	Widgets
插件	Widgets
把卡片拖到桌面的空白位置	Drag the widget to an empty space on your home screen
或	or

车况与车温分开刷新	Separate status and temperature refresh
顶部刷新只读取车况。停车休眠时，车温可能仍是上次记录；点击温度旁的刷新按钮可单独更新车温。	The top refresh button reads vehicle status. A sleeping car may keep its last temperature reading. Use the button beside the temperature to update it separately.
更新车温时可能短暂开启空调，取温后关闭本次临时空调。已有空调或备车只读取；再次点击可结束取温。	Updating temperature may briefly run A/C, then stop only that temporary session. Existing A/C or preparation is only read. Tap again to end the temperature update.
单独更新车温时可能短暂开启空调	Updating temperature may briefly run A/C
顶部刷新只读取车况。温度旁的刷新按钮单独更新车温，可能短暂开启空调；再次点击可结束取温。后台刷新只读车况。	The top refresh button reads vehicle status. The button beside the temperature updates it separately and may briefly run A/C. Tap again to end it. Background refresh only reads status.
OpenAVM · 更新车温	OpenAVM · Temperature update
5 分钟内已读取车温 · 未重复开启空调	Temperature read within 5 min · A/C was not restarted
车温暂时无法更新 · 请稍后重试	Temperature update unavailable · Try again later
更新车温 · 必要时短暂开启空调	Update temperature · May briefly run A/C
再次点击可结束取温	Tap again to end the temperature update
刷新中	Refreshing
取温后关闭本次临时空调	Stop this temporary A/C session after sampling
可能短暂开启空调	May briefly run A/C
更新车温时可能短暂开启空调	Updating temperature may briefly run A/C
未重复开启空调	A/C was not restarted
温度旁的刷新按钮单独更新车温	The button beside the temperature updates it separately
点击温度旁的刷新按钮可单独更新车温	Use the button beside the temperature to update it separately
车温可能仍是上次记录	Temperature may still be the last reported reading
车温暂时无法更新	Temperature update unavailable
顶部刷新只读取车况	The top refresh button only reads vehicle status
5 分钟内已读取车温时，不会重复开启空调。	A/C is not restarted if temperature was read in the last 5 minutes.
分钟内已读取车温时	When temperature was read in the last few minutes
不会重复开启空调	A/C will not be restarted
